short_question,short_answer
i am embarrassed to tell my doctor that i can not afford prescription medications is it okay to ask for free samples,it is fine to ask our physician for free samples and do not be afraid to tell physicians your healthcare provider that you can not afford medicine that is a very common occurrence today i want to make sure that people understand that we might be able to give them a different medication that they can afford or be able to enroll them in basically programs that could help offset the cost from the pharmaceutical industry there are some many different options that it could be available to patients but if we do not know that you can not afford your medications we can not help you talk to your pharmacists there is a possibility that there is a generic available for the medication or we can call the doctor is office and let them know that hey this prescription is a little too much money for them can a doctor recommend something else we are more than happy to help patients we want to make sure that they are taking their medicine if they do not take their medicine they are not going to feel better we want them experience all the benefits and the value of medicine as well so ask your pharmacists we are more than happy to help you
how does coronary artery disease develop,arteries that supply blood and oxygen to the heart muscles are called coronary arteries coronary artery disease cad occurs when cholesterol plaque a hard thick substance comprised of varying amounts of cholesterol calcium muscle cells and connective tissue which accumulates locally in the artery walls builds up in the walls of these arteries a process called arteriosclerosis over time arteriosclerosis causes significant narrowing of one or more coronary arteries when coronary arteries narrow more than 50 to 70 the blood supply beyond the plaque becomes inadequate to meet the increased oxygen demand during exercise lack of oxygen ischemia in the heart muscle causes chest pain angina in most patients however some 25 of patients experience no chest pain at all despite documented ischemia or may only develop episodic shortness of breath instead of chest pain these patients have silent angina and have the same risk of heart attack as those with angina when arteries are narrowed in excess of 90 99 patients often have angina at rest unstable angina when a blood clot thrombus forms on the plaque the artery may become completely blocked causing death of a part of the heart muscle heart attack or myocardial infarction  the arteriosclerotic process can be accelerated by smoking high blood pressure elevated cholesterol levels and diabetes patients are also at higher risk for arteriosclerosis if they are older greater than 45 years for men and 55 years for women or if they have a family history of coronary heart disease
i would like to discontinue use of trazadone i decrease my dose say by half for example i feel as if i am suicidal i am not able to find a plan that allows me to safely get off of trazadone which was prescribed for my lack of sleep in menopause,you need to consult your doctor    the one prescribing the trazadone    for help do not do this on your own if you are having suicidal thoughts it is imperative that see or speak to your doctor immediately
i have been told premiums for health insurance through the exchange will be 2 3 times more than what i currently pay as of now i have cobra insurance payments that cost more than 1100 for two adults what can you tell me about this,you can not know what insurance will cost you personally until you begin shopping or plug your information into a cost calculator like the one provided by webmd <link> if you are currently paying for cobra it is quite likely a plan purchased through the exchange will cost less the notion that a health plan for two people will cost 2 200 or 3 300 per month sounds highly unlikely if you qualify for a subsidy your costs will be significantly lower start shopping on healthcare gov and see for yourself what your options are
can i take a multi vitamin with adipex p i have been taking a multi vitamin and b 12 for a while now and the dr just recently put my on adipex p for my weight loss can i still take my vitamins,i see no reason why you cannot take your multivitamin and b12 but you should always share what you are taking drugssupplementsherbal remedies with your doctor here you can see more about precautions and interactions when taking adipex p
i am a 21 year old female who is considering going back on psychiatric medication,hi yes absolutely your medicines should not have been stopped so abruptly you need to consult a psychiatrist again and then start on low dose of medicines thanks
can penicillin cure a sinus infection  yesterday i was diagnosed with strep and put on penicillin however i am still struggling with congestion and a bad cough which i think may be sinus related do i need to go back to the doctor for another medication,most infections in the sinuses are viral and not bacterial so penicillin would not likely help in this case i do not know that how you were diagnosed with strep unless you had a lab test to confirm it you may not have strep at all a visual diagnosis is wrong about half the time
need a anti itch medication for eczema i have been under a dermatologist is care for eczema caused by dry skin for about 7 years she usually prescribes me a moisturizing lotion and a medication clobetasol i just ran out of it and called for a refill but she wants to see me we have no medical insurance now so that is out of the question i am wondering what the strongest itch cream otc is out there i have tried all the cortaid types the benadryl ones and the oatmeal ones none of them really worked that well,i have found that neosporin makes anti itch cream daily moisturizing cream and body wash for eczema it is called neosporin eczema essentials i use the moisturizing cream on my hands and feet and it works great i found it at walgreens but it is a little pricey but i think it is well worth the money
is eating fruit bad after meal,no eating fruit is great because it is healthy and sweet and most people do not get nearly enough fruits and vegetables i n their diet fruit contains vitamins antioxidants and fiber of course if you are not hungry or are full than eating more food    even fruit    is not beneficial
aetna will not renew our health coverage next year  what are the best options for a self employed single income family with registered native american heritage in ca,start shopping for a new plan on your state is health insurance marketplace you will be able to compare plans side by side to see which best meets both your medical and financial needs
what is bipolar depressive type is that a seperate type of bipolar or is that what a doctor calls a depressed episode  i was released from a psychiatric hospital and in my discharge papers the doctor had written bipolar depressive type i had never heard of that before i was wondering if a depressive type of bipolar actually exists and what that is is it a subtype of bipolar or did he maybe just not know what to diagnose me as  thank you,i did not realize at first that bi polar disorder had many variations but it does i am still not clear on all the types in your case i guess it would depend on what you went into the hospital for and the diagnoses at that point i really do not know enough about you and i am not a medical person to say for sure if you were having a depressive episode or have a depressive form of bipolar disorder it could be either keep a good doctor as consistant as possible and keep asking questions education is sometimes one of the best forms of medicatiion too
my mother gets head spins vision gets black or blurred,she could be anemic diabetic havining inner ear or visual problemsdo her fundus and visual acuity exam cbc random blood sugar ent consultation
the doctor said my four month old has baby acne it is spreading to her head and body what could be wrong,if it is baby acne this is a normal rash that should go away on its own   usually related to hormones from the pregnancy typically we would expect it to be resolving at four months so i wonder if there are other ideas to consider seborrhea is a common cause of bumpy facial rash that can occur on the scalp and eyebrows as yellow crusty scaly dandruff and look like red greasy bumps on the cheeks behind the ears neck and chest this too is very common but there are methods to help it clear faster
what are risk factors for gallstones,a number of risk factors contribute to the formation of gallstones including genetics and gender women are twice as likely as men to develop them body weight is also a factor the risk of gallstones is higher in people who are overweight and obese diets that are high in fat and cholesterol and low in fiber appear to play a role if you are overweight try to lose the extra weight but do it gradually there is a link between quick weight loss and gallstone formation crash or yo yo diets can cause the liver to release more cholesterol into the bile disrupting the normal balance of cholesterol and bile salts that extra cholesterol can form into crystals leading to gallstones
i am currently taking a z pak antibiotic and it causes stomach upset and diarrhea can i take pepto bismol for relief,z pak or azithromycin does have common side effects of stomach upset and diarrhea taking this medication with food may help with your upset stomach if your diarrhea becomes more intense it is important to stay hydrated by taking in fluids and replenishing your electrolytes the diarrhea should subside within a few days to a week after you have finished the medication if the side effects are unbearable talk to your health care provider about prescribing another antibiotic just remember that all antibiotics can have an effect on the normal flora of your gi tract
can you have trichonomoiasis and have kids  just need to know if it is possible to have trichomoniasis and give birth to 2 babies before any symptoms appear been faithful with my husband for two years and have had 2 kids but have just recently been diagnosed i know this can stay dormant for years without any signs or symptoms but i also know it can cause some issues with pregnancy and birth but i had two healthy pregnancies and two healthy babies could i have been exposed before my having my children or did i get exposed after,hi answer only you would know if you picked it up after or perhaps even your husband but even with him it could have been hiding tricky time for you and him safe side b just put it to it was hiding in deep tissue and leave it at that ok good luck
i have problem breathing and its progressing,hi you should consult a cardiologist first of all and get a proper cardiac monitoring done seems like cardiac issue only high crp is also seen when there is heart related issue once the cause is confirmed then proper medication dose titration and adding additional drugs can help regards
can i take a sleeping aid like unisom with oxyodine 5mg,you are wise to ask this question whenever someone is taking a pain reliever especially a narcotic it is good to consider whether or not an over the counter medication may interact with it i can not tell if you are referring to oxycodone or oxycontin but either way unisom should not interact with it the main ingredient in unisom that makes you sleep is a big whopping antihistamine it is not benadryl diphenhydramine but a relative of that however different over the counter sleep aids may contain a different active ingredient from unisom your best bet is to ask the pharmacist which sleep aid you can safely take with your pain reliever wishing you well
i have been having pain behind and above my right eye for 3 to 4 days now,this seems to be due to vision problems and travelling more travelling can lead to reactionary sinusitis getr ct pns done consult a ent physician anti histaminic tablets will help
can i carry the whooping cough bacteria without knowing it,experts believe it is rare or impossible to carry or transmit pertussis without any symptoms however if you have been immunized your symptoms may be mild    but still infectious cold symptoms might occur at the beginning of the infection and a cough will sooner or later be present
what causes bacterial vaginosis should i be worried if it this infection keeps popping up,hi i am a type 2 diabetic and i have gotten this and my gynecologist said that it was caused by the blood sugar and that most woman with diabetes get this all the time
should you feel week and break out in a sweat with a cold  i have had a bad cold for almost a week now i have lost my voice even the last couple of days though i have noticed that i have broken out in sweats and am getting rather week is that normal,yes that is a very normal symptoms
i suffer fromswollen lymph nodes joint pain ringing in my ears is it rheumatic heart disease,hi it seems to be rheumatic fever though all of them are not the classical signs take symptomatic treatment if you get no relief you should take a physicians advice thanks
during a genital herpes outbreak if the blisters pop can the fluid then cause additional outbreaks in that individual,no not really once you have genital herpes and have recurrent outbreaks you will always have herpes those blisters should not be intentionally broken or popped but if they spontaneously rupture this fluid will not likely worsen the outbreak or cause more outbreaks hopefully you are taking anti viral medications to limit the frequency and severity of your outbreaks
3 year old daughter had reflux high temp bad stomach can it be kidney infection,hi at this age kidney infection glomerulonephritis is quite common and needs prompt diagnosis and treatment get his urine checked and ultrasound abdomen done start appropriate antibiotics as per the doctor is prescription iv antibiotics have better results as compared to orals ones give plenty of water to drink thanks
what is the reason for my disturbed sleep and morning drowsiness,i have gone through your query you are suffering from two problems one is nasal block and the other is sleep disturbance which may be insomnia you can stop xaria plus combination of montelukast and fexofenadine instead of that you can take flutiflo ft   fluticasone nasal spray once daily along with nasoclear nasal drops as and when required sleep disturbance may be due to insomnia and so need sleep hygiene stop drinking coffee or tea in the evening do regular exercises in the evening and sleep in the lateral position try simple changes to your daytime and pre bedtime routine keep a regular sleep schedule go to sleep and get up at the same time each day including the weekends set aside enough time for sleep most people need at least seven to eight hours each night in order to feel good and be productive make sure your bedroom is dark cool and quiet cover electrical displays use heavy curtains or shades to block light from windows or try a sleep mask to shield your eyes turn off your television smartphone and computer a few hours before your bedtime the type of light these screens emit can stimulate your brain suppress the production of melatonin and interfere with your body is internal clock will try conservative management initially and if not improving then you may need sleep study and medications like melatonin i want to know whether you have snoring the probable causesstress related sleep disorder investigations to be donesleep study after one month differential diagnosisobstructive sleep apnea osa probable diagnosisinsomnia treatment planconservative management like sleep hygiene avoid coffee and tea and do regular exercises regarding follow uprevert back after a month to a sleep medicine physician online    > <link>
are these symptoms indicative of dehydration  dark foul smelling urine extreme thirst itchy skin hemoglobin of 6 8 confusion hard stools,most helpful answer the answer is yes and no some of your symptoms could be indicative of dehydation namely dark colored urine extreme thirst itchy skin hard stools confusion but dehydration is not the only condition that could cause these symptoms i hope you are following up with a medical professional about these symptoms to determine the underlying cause regarding your hemoglobin results i wonder if you are referring to the actual hemoglobin test or if you are referring to the  hemoglobin a1c  test these are two entirely different things basically a hemoglobin test measures your red blood cell count a result of 6 8 would be quite low for either a woman or a man in fact that result would put you in the  anemic  category and it would require medical treatment on the other hand a hemoglobin a1c test provides a snapshot of your blood sugar control over the preceding three months a result of 6 8 would be considered within the desirable range for someone with diabetes it would be considered outside the normal range for someone without diagnosed diabetes i would suggest you make an appointment with your primary care provider pcp to review your symptoms get a diagnosis and come up with a treatment plan best to you
can degenerative disc disease cause thigh pain  i was recently diagnosed with degeneraitive disc diseas at age 40 i found this out because i had continuos headches with head pressure now i have this pain in my thighs in just the front and on the side could this be from the discs in the neck at c5 thru c7 where the problems are in my neck no one seems to know why the thighs are hurting and i have had several blood tests done to rule out things please help,cervical neck disc disease will not cause thigh pain but degenerative disc disease in your low back lumbar area could certainly do this if you have not had imaging studies of your low back this should be done
swallowed large bottle of tylenol need a liver transplant,hi all these are long term effects of tynelol affecting the liver and kidneys you should definitely be worried and keep a close watch on the liver and kidney functions and get the necessary test done every 3 months see an gastroenterologist  endocrinologist thanks
should i be concerned about acinetobacter anitratus,were u admitted to hospital recently these organisms are hospital acquired in the first place highly resistant multi antibiotics needed including 3rd or 4th generation cephalosporins carbapenems or fluoroquinolones try to take spasmodigestin fir the flatulence 鈥 check ur immunity鈥
i really want to start having children but do not want to rely on birth control to regulate my cycle,regarding your question hope you start having babies v soon u said that your period is extremely irregular鈥 have you done some tests to know why
what causes deep sinking feeling from chest in heart area through to the back with nausea i am 72 female myglogsb,unfortunately your symptoms are just too vague to be able to blindly determine a cause or significance over the internet not knowing your medical history and have the ability to examine you is a huge barrier my only suggestion for you is to consult your medical provider     someone who knows you    and have these troubling symptoms properly evaluated the feeling resembles what i would think could be heartburn or indigestion i recently had a physical and also a foot surgery my heart was ok i was told i was extremely healthy for my age i am also very active can you tell me the difference in heartburn and indigestion thanks
how much water should a woman drink if she exercises four hours a day,yeah interesting question if woman exercises four hours a day then she should drink water because water is necessary for your health if you are doing exercise daily there are some guidelines when you drink water during exercise and that is start your day with a huge glass of water and whether it is your exercise day or rest day drink two glasses of water within you start your exercise drink glass of water after 15 minutes
how can i remove    or at least minimize    the dark circles around my eyes,dark circles are often due to the presence of a vascular plexus located just under the eyes the skin there is very translucent so it can result in the appearance of a bluish tint under the eyes most patients respond to topical retinoids vitamin a derivative cream which can help thicken the stratum corneum and minimize the translucency of the skin under your eyes because the skin there is so thin it is wise to start treatment with a gentle retinoid such as an over the counter retinol first
shortness of breath admitted for acute myocardial infarction,pulmonary arterial hypertension
i am pregnant with hives what can i take,this is a tough one because antihistamine use which is typically a product used to treat hives really can not be used in pregnant women i would ask her how often is she getting the hives and is this related to something along the food allergy so she could avoid certain foods a lot of people do not realize too when they change detergents they actually can get an allergic reaction and that might cause hives sometimes pregnant women will figure well i have to go with a different detergent now that i am pregnant now a lot of times it is that reaction that will cause this ask if she has been to a doctor dermatologist to see if they are aware of the fact that she is breaking out like this one of the great products that we have available is an oatmeal bath or aveeno products that is great to kind of calm down them but if it seems like it is getting more and more common and more severe she needs to go see her doctor to have it checked out even further according to motherisk which is the authority for drug safety in pregnancy in canada first generation antihistamines such as benadryl are safe during pregnancy <link>
what are consequences of stopping ibuprophen for osteoarthritis,other than the fact that you may have an increase in your arthritic pain there are no medical consequences in stopping this anti inflammatory medication
i am having severe stabbing pain at the base of my neck on the left side also with pain in my shoulder due to the severity of the pain scale of 1 10 i would call it an 8 or 9 i am seriously thinking of going to the er this started last night so i slept on my back took an ibuprofen 800 and took a super hot shower with my wifes super massage head to no avail the pain has only gotten worse please help,so sorry to hear you are going through this it is difficult to cope with severe pain unless you are experiencing crushing pain in your chest and shortness of breath along with this pain in your neck please do not clog up the emergency room the emergency department should be reserved for true life or death emergencies or serious traumas like broken bones unfortunately severe neck pain does not rise to that level what you are describing sounds like the classic symptom of a pinched nerve there are many possible causes for neck pain ranging from a herniated spinal disc to a muscle spasm it sounds like you have done everything right in terms of home treatment however one round of ibuprofen one hot shower and one good massage may not be enough to alleviate the pain especially if it is caused by something like a herniated disk also note no one should take more than 2400 milligrams of ibuprofen within a 24 hour period and no more than 800mg every 8 hours  again assuming you are not exhibiting any symptoms of a heart attack which generally do not include stabbing pain at the base of the neck your best bet is to continue to try home remedies if the situation does not clear up within a few days make an appointment with your primary health care provider for an evaluation if the situation gets worse such as your arm starts to go numb then you might consider heading for an urgent care facility wishing you well
is there any diet that can help improve or reverse hypothyroidism,the instructions for taking synthroid specifically state to take on an empty stomach and to take at the same time each day i have been doing research myself concerning this matter since i am hypo and frustrated with the excessive lbs whole wheat bread fish and eggs are helpful with this condition i find that eating more vegetables helps to give me energy parfaits seem to give me a boost let me mention that these are things i am training my body to adapt to help the metabolism with this condition exercising is a great option but let is be realistic some of us work crazy hours come home to children pets significant others school so that can be a bit complicated my ideas are not much but i hope you find what works best for you
could getting pregnant while on birth control cause birth defects,hi according to the mayo clinic 鈥渢here is very little evidence that exposure to the hormones in birth control pills causes birth defects 鈥 however if this happens stop taking the pill immediately and see your doctor or health care provider i think they mean if you get pregnant nohard read more <link>#ixzz2pfwmbk1h this was something i found so hope it helps you and your mind good luck
pain in head neck left arm and lower back xray shows degeneration here are my mri results,hi multiple level cervical disc bulges are effectively treated with physiotherapy analgesics neck exercises cervical traction along with laser therapy and swd can accelerate the recovery process use cervical collar if these measures fail surgical de compression is recommended thanks
what is metchicillin resistant staphylococcal aureus,this webmd site should help you <link>
can you get fifth disease twice within a three week period  i had something three weeks ago that the doctor said was an allergic reaction to cefzil antibiotics but then my two children got fifth disease and i had to take them to the doctor but then today another lacey like rash has came up on my face i am not on any new medication now so i am wondering if you can get fifth disease again within a three week period or if it is possible i did have an allergic reaction three weeks ago and now i have fifth disease,an allergic reaction would typically itch and have hives but not always i have no way of really knowing if you had a cefzil allergic reaction or not but you can have a skin test to be sure a person with 5th disease erythema infectiosum can have occasional relapses of the lacy rash on the lower arms and thighs as well as the characteristic slapped face appearance for weeks after the initial disease
i have seen many doctors but still no answers droop in left shoulder and spine curved,i have read your history many times and i tend to believe that your problem is more related to the accessory nerve 11th cranial nerve disorder looking like a lower motor neuron lesion the accessory nerve supplies the trapezius and scaleni muscles motor supply which in case of injury may cause drop shoulder abd compete muscle wasting the surgery might be the cause or other unknown cause due to nerve compression or injury are possible
what are the treatments for obsessive compulsive disorder ocd,most individuals with ocd experience some symptoms of the disorder indefinitely with times of improvement alternating with times of difficulty treatments include cognitive behavioral psychotherapy behavioral therapies and medications behavioral therapies for ocd include ritual prevention and exposure therapy prevention of rituals involves a mental health professional helping the ocd sufferer to endure longer and longer periods of resisting the urge to engage in compulsive behaviors exposure therapy is the process by which the individual with ocd is put in touch with situations that tend to increase the ocd sufferer is urge to engage in compulsions then helping him or her resist that urge cognitivebehavioral therapists help patients change the negative styles of thinking and behaving that are often associated with the anxiety involved with obsessive compulsive disorder selective serotonin reuptake inhibitors ssris are the medications that are most commonly used to treat ocd these medications increase the amount of the neurochemical serotonin in the brain remember that brain serotonin levels are thought to be low in ocd  as their name implies the ssris work by selectively inhibiting blocking serotonin reuptake in the brain ssris have fewer side effects than clomipramine an older medication that is actually thought to be somewhat more effective in treating ocd ssris do not cause orthostatic hypotension a sudden drop in blood pressure when sitting up or standing and heart rhythm disturbances like clomipramine can therefore ssris are often the first line treatment for this illness examples of ssris include fluoxetine prozac paroxetine paxil sertraline zoloft citalopram celexa fluvoxamine luvox and escitalopram lexapro when the improvement that people with ocd experience is not optimal when an ssri is the only medication prescribed the addition of a neuroleptic medication like risperidone risperdal olanzapine zyprexa or aripiprazole abilify can sometimes be helpful ssris are generally well tolerated and side effects are usually mild the most common side effects are nausea diarrhea agitation insomnia and headache however these side effects generally go away within the first month of ssri use some patients experience sexual side effects such as decreased sexual desire decreased libido delayed orgasm or an inability to have an orgasm some patients experience tremors with ssris newer often called atypical neuroleptic medications tend to cause fewer side effects than many of the older medications in this class the most common side effects of atypical neuroleptics include sleepiness dizziness dry mouth and weight gain sometimes people can be more sensitive to the effects of the sun while taking these medications and therefore should take care to wear adequate sunblock whenever exposed to the sun less commonly side effects of atypical neuroleptic medications can result in painless although abnormal muscle movements like tremors stiffness and very rarely permanent muscle twitches called tardive dyskinesia studies on the effectiveness of treatment of ocd in adults have variable results some indicate that medications response prevention and cbt are equally although only mildly to moderately effective in treating this problem cognitive behavioral group therapy cbgt has also been found to be
do you think i have a std please answer i am really worried my bestfriend and i gave eachother blowjobs we are straight just experimented we did for a period of time when i was in 8th and he was in 7th then maybe a little during my freshman summer before my soph year i never did anything like that with anyone else i am a senior now i had a red bump sore on my penis shaft years ago but not sure when that showed up also had rash on tops of my hands and feet that i have had for years that the doctor said is contact dermatitus,when worried about an sti it is always a good idea to go see an actual live doctor fro an examination advice from chat rooms and forums is good but you want to always be sure when talking about an sti on a separate note keeping your penis in good overall health through the use of a penis health cr猫me with vitamins and amino acids is a good idea good luck
i have a burning pain in pelvic lower abdomen & intestines,most probably you are suffering pelvic inflammatory disease with or without ibs you will need to get pelvic examination pelvic usg urine analysis to check for any infection
is deer antler spray any good to use for sex,no this is not an effective aphrodisiac even for deer do not waste your money on worthless concoctions try a beautiful card fresh flowers and compliments works much better
do diet pills interact with depression and bipolar meds such as wellbutrin and geodon,this is a great question because actually the two drugs mentioned wellbutrin and geodon actually can cause some weight gain so i would actually ask this patient number one are they telling their doctors that they    they may be seeing two different doctors are they aware that they are taking these medications and do they have a medication list because of the side effect profile we are adding a medication that we really probably do not need i would like to be able to find a more non drug option such as changing their diet increasing their fluid intake so we want to make sure that that patient understands that the pharmacist by looking at their medication list when they are coming to visit the pharmacy will be able to point that out and say hey you are getting an unnecessary medication for side effect of two drugs and maybe one of them they may not necessarily need so that is where the pharmacist can actually contact the physicians or healthcare provider and say doctor are you aware of this this happens all the time in the pharmacy i can not tell you how many times i say to patients does your doctor know well i went to this doctor for this medicine but this doctor does not know about this one everyone needs to know about it that is why that medication list is so important not only is it help the pharmacist but bring it to all your other doctor appointments that way they can see everything that everyone is prescribing and we can avoid medication errors and unnecessary use i also have been on sooo many anti depressants and other meds for bipolar ii and always gained weight i am a 40 year old woman who is 51 tall and at that time almost 150 pounds but i was just prescribed a very new anti depressant called fetzima there is not any generic version as of yet i am on the max dose at 80mg daily but add lamictal adderall xanax seroquel ambien xr propranolol imitrex injections cambia liquid spinx nasal spray and lastly phenergen 25mg prn migraine with vomiting but my point which i apologize for going off in so many directions thanks to the adderall 60mg daily the fetzima is supposedly much better as far as weight is concerned it actually lists that weight loss is more common than weight gain and while i would never suggest anyone to be on a stimulantadderall when i have never been addadhd i take it daily and in a pretty decent dosage to somehow get me to function thru the day it is hard to figure out as the patient why a doctor would put you on a lot of uppers and then you need downers it is crazy but with the adderall i have been on for almost 3 months and in all honestly i now weigh 103 pounds so over 45 plus pounds
what is less damaging smoking 3 cigarettes per day or picking two days of the week and smoking 10 on each of those days  i know that light smoking still poses significant risks i know i can still get cancer one day from doing it so please do not answer by telling me that i am looking to significantly cut down in order to lessen the damage i am doing to myself while still indulging a little in one of my favorite activities so here are my two options a smoke about 3 cigsday about 20week or b pick 2 nightsweek say two nights when i am out socializing and smoke about 10 on each of those about 20week,i wish i could give you a good answer but i do not think researchers have studied smoking at quite that micro a level in healthcare we measure smoking by the packyear  we calculate this number based on the average number of packs smoked per day times the number of years the person has smoked for example a person who smokes one pack per day for 20 years has a 20 packyear history a person like yourself who smokes on average 20 cigarettes per week which calculates to roughly 0 15 pack per day for 20 years would have a roughly 3 packyear history    the same as a person who smoked one pack per day for three years regardless of the manner in which you smoke a lot at one time or a few spread out over a longer period you are probably doing about the same amount of damage to your lungs and other vital structures intuitively i would think the damage would be worse from smoking many cigarettes all at once as opposed to smoking the same number spread out over a greater length of time rapidly introducing a volume of carcinogens and toxins probably is worse than trickling them in you sound well informed about the risks of smoking so i will leave you with one little tidbit did you know one of the more common cancers related to smoking is bladder cancer especially in men so the next time you light up ask yourself if you can envision the day when you will be emptying your urine through a pouch strapped to your thigh if not then you might want to re think the whole smoking thing wishing you well i wish i could give you a good answer but i do not think researchers have studied smoking at quite that micro a level in healthcare we measure smoking by the packyear  we calculate this number based on the average number of packs smoked per day times the number of years the person has smoked for example a person who smokes one pack per day for 20 years has a 20 packyear history a person like yourself who smokes on average 20 cigarettes per week which calculates to roughly 0 15 pack per day for 20 years would have a roughly 3 packyear history    the same as a person who smoked one pack per day for three years regardless of the manner in which you smoke a lot at one time or a few spread out over a longer period you are probably doing about the same amount of damage to your lungs and other vital structures intuitively i would think the damage would be worse from smoking many cigarettes all at once as opposed to smoking the same number spread out over a greater length of time rapidly introducing a volume of carcinogens and toxins probably is worse than trickling them in you sound well informed about
what does egfr indicate is 52 something to worry about  recently had a comprehensive metabolic blood panel included creatinine 1 07 which was indicated to be high included egfr 52 which was indicated to be low there is kidney disease in my family and i am wondering if these two tests are related and if they indicate a beginning of kidney disease if so what should i do about it can these values be changed via the diet my age is 71 i also have high blood pressure my bun was 24 and the buncreatinine ratio is 22 thank you for your help,estimated glomerular filtration rate i know according to what i have read that when the egfr drops below 60   it is an indication of chronic kidney disease starting   or possibly acute kidney disease if the gfr fell suddenly in response to an injury 
pregnancy test positive on the 9th day had slight bleeding why,this is a threatened miscarriage as it would be termed medically as the pregnancy test is positive but ultrasound is not contraindicated as it is necessary to localize the pregnancy and rule out ectopic pregnancy as well which can have similar presentation with bleeding along with pain abdomen so get an ultrasound done if there is a gestational sac seen inside uterus then you can be placed on progesterone support hcg injections human chorionic gonadotropin to allow placental cytotrophoblastic invasion into endometrium thereby supporting pregnancy and also absolute bed rest should be followed but there is absolutely no indication of termination at present when even fetal pole has not arrived the decision can be taken if the pregnancy does not grow till nine weeks revert back after the ultrasound abdomen to an obstetrician and gynaecologist online   > <link>
what are the symptoms of crohn is disease,the most common symptoms of crohn is disease are abdominal pain often in the lower right area and diarrhea rectal bleeding weight loss and fever may also occur bleeding may be serious and persistent leading to anemia children with crohn is disease may suffer delayed development and stunted growth
my doctor wants to do an injection should a cortisone injection be done without ultra sound guidance,hi yes cortisone injection can be taken without ultrasound guidance once the xray is done and the exact location of the spur is noted doctor can give it without any ultrasound guidance the doctor needs to be skillful or else if he has no confidence then it would be better to take ultrasound guidance its a doctor is call thanks
i have been suffering from joint disease for 2 months,stop infrared ttt you r still young may be you r suffering osteoporosis do bmd consult physiotherapist and orthopedist
what are the diseases what can cause multimodal hallucinations i know of dementia but what are the others  the person does not use drugs alcohol and does not it is not a cafeine overdosis,many physical and emotional disturbances can cause hallucinations according to health care the following are some of reasons that hallucinations may occur brain disorders including leisions and injuries sensory deprivation as seen sometimes in the blind & deaf emotional stress sleep deprivation mental illness as seen in schizophrenia alcohol withdrawl hallucinogenic drugs
could i be pregnant started feeling symptoms b4 i got my period in july and after took 2 tests and they were + i had my period in july14 1<positive_smiley> and even before my period i started feeling symptoms like vomiting sleeping lots cramping and sore breasts and a week after my period i bled for a cpl hrs jul 27 so i took 2 tests on aug 1 2 weeks after the last day of my period and they were both positive pregnant,it is possible that you are pregnant but it could also have been a miscarriage you should definitely go see your doctor it is pretty uncommon to get a false positive on a pregnancy test good luck to you
is it safe to put hydrogen perioxide in your ears,yes it is safe but that depends on the reason you are using it if the integrity of your eardrum is in question or if you have an active ear infection i would not advise that you use it
how does a doctor choose the kind of stent needed to treat heart blockages,there are two basic types of stents that cardiologists use to treat blockages in coronary arteries both are made of metal but one type is coated with a polymer that has drugs embedded in it that can help prevent the re narrowing of the blockage that occurs in 20 30 of the blockages treated with the bare metal stents these drug eluting stents were a major step forward in the technology used to treat blockages but they also carry with them a need for longer periods of antiplatelet therapy aspirin plus clopidogrel than was required with the bare metal ones it is these two characteristcs reducing the risk of re narrowing balanced against the need for long term antiplatelet treatment that influence which stent a cardiologist might use to treat blockages for example blockages with a greater likelihood for re narrowing include very long blockages in smaller arteries cardiologists might more likely use a drug eluting stent for these while using bare metal ones for more discrete blockages in large arteries this is just one example cardiologists consider many patient factors for example is someone willing to take clopidogrel for a year as well as technical factors when making these decisions if you find out that you need a stent ask your cardiologist how and why heshe will make these decisions
